2020-05-23 21:56:02,910 INFO  BatteryAmbassador - An electric vehicle has been registered. Vehicle id: veh_4
2020-05-23 21:56:03,636 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5330.01 Wh, state of charge=0.32, time=36000000000 ns, movementPower=12.23 Wh, distance=35.83 m
2020-05-23 21:56:03,648 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5317.74 Wh, state of charge=0.31, time=37000000000 ns, movementPower=6.46 Wh, distance=35.60 m
2020-05-23 21:56:03,649 INFO  ElectricVehicle - [Recuperating] name=veh_15, capacity=9726.59 Wh, state of charge=0.58, time=37000000000 ns, recuperationPower=0.00 Wh, distance=35.30 m
2020-05-23 21:56:03,658 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5311.25 Wh, state of charge=0.31, time=38000000000 ns, movementPower=12.41 Wh, distance=35.76 m
2020-05-23 21:56:03,658 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9729.09 Wh, state of charge=0.58, time=38000000000 ns, movementPower=16.75 Wh, distance=35.75 m
2020-05-23 21:56:03,668 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5298.81 Wh, state of charge=0.31, time=39000000000 ns, movementPower=13.28 Wh, distance=35.96 m
2020-05-23 21:56:03,668 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9712.31 Wh, state of charge=0.57, time=39000000000 ns, movementPower=3.44 Wh, distance=35.33 m
2020-05-23 21:56:03,679 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5285.50 Wh, state of charge=0.31, time=40000000000 ns, movementPower=7.59 Wh, distance=35.80 m
2020-05-23 21:56:03,679 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9708.84 Wh, state of charge=0.57, time=40000000000 ns, movementPower=1.83 Wh, distance=34.82 m
2020-05-23 21:56:03,773 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5277.88 Wh, state of charge=0.31, time=41000000000 ns, movementPower=5.58 Wh, distance=35.51 m
2020-05-23 21:56:03,774 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9706.99 Wh, state of charge=0.57, time=41000000000 ns, movementPower=18.89 Wh, distance=35.44 m
2020-05-23 21:56:03,785 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5272.27 Wh, state of charge=0.31, time=42000000000 ns, movementPower=16.03 Wh, distance=35.90 m
2020-05-23 21:56:03,786 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9688.06 Wh, state of charge=0.57, time=42000000000 ns, movementPower=4.78 Wh, distance=35.11 m
2020-05-23 21:56:03,796 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5256.22 Wh, state of charge=0.31, time=43000000000 ns, movementPower=4.57 Wh, distance=35.55 m
2020-05-23 21:56:03,797 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9683.25 Wh, state of charge=0.57, time=43000000000 ns, movementPower=9.50 Wh, distance=35.12 m
2020-05-23 21:56:03,808 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5251.62 Wh, state of charge=0.31, time=44000000000 ns, movementPower=6.11 Wh, distance=35.19 m
2020-05-23 21:56:03,808 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9673.72 Wh, state of charge=0.57, time=44000000000 ns, movementPower=14.97 Wh, distance=35.46 m
2020-05-23 21:56:03,828 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5245.48 Wh, state of charge=0.31, time=45000000000 ns, movementPower=22.25 Wh, distance=35.96 m
2020-05-23 21:56:03,828 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9658.72 Wh, state of charge=0.57, time=45000000000 ns, movementPower=10.99 Wh, distance=35.53 m
2020-05-23 21:56:03,870 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5223.20 Wh, state of charge=0.31, time=46000000000 ns, movementPower=0.90 Wh, distance=35.52 m
2020-05-23 21:56:03,870 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9647.70 Wh, state of charge=0.57, time=46000000000 ns, movementPower=9.59 Wh, distance=35.51 m
2020-05-23 21:56:03,885 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5222.26 Wh, state of charge=0.31, time=47000000000 ns, movementPower=6.76 Wh, distance=35.32 m
2020-05-23 21:56:03,885 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9638.08 Wh, state of charge=0.57, time=47000000000 ns, movementPower=5.46 Wh, distance=35.23 m
2020-05-23 21:56:03,899 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5215.47 Wh, state of charge=0.31, time=48000000000 ns, movementPower=16.40 Wh, distance=35.74 m
2020-05-23 21:56:03,900 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9632.59 Wh, state of charge=0.57, time=48000000000 ns, movementPower=17.84 Wh, distance=35.75 m
2020-05-23 21:56:03,940 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5199.04 Wh, state of charge=0.31, time=49000000000 ns, movementPower=6.52 Wh, distance=35.52 m
2020-05-23 21:56:03,941 INFO  ElectricVehicle - [Recuperating] name=veh_15, capacity=9614.72 Wh, state of charge=0.57, time=49000000000 ns, recuperationPower=0.00 Wh, distance=35.00 m
2020-05-23 21:56:03,955 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5192.49 Wh, state of charge=0.31, time=50000000000 ns, movementPower=0.86 Wh, distance=34.94 m
2020-05-23 21:56:03,955 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9616.36 Wh, state of charge=0.57, time=50000000000 ns, movementPower=16.34 Wh, distance=35.44 m
2020-05-23 21:56:03,978 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5191.60 Wh, state of charge=0.31, time=51000000000 ns, movementPower=17.40 Wh, distance=35.46 m
2020-05-23 21:56:03,978 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9599.99 Wh, state of charge=0.57, time=51000000000 ns, movementPower=7.57 Wh, distance=35.30 m
2020-05-23 21:56:03,989 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5174.17 Wh, state of charge=0.31, time=52000000000 ns, movementPower=17.88 Wh, distance=35.96 m
2020-05-23 21:56:03,990 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9592.39 Wh, state of charge=0.57, time=52000000000 ns, movementPower=7.67 Wh, distance=35.17 m
2020-05-23 21:56:04,000 INFO  ElectricVehicle - [Recuperating] name=veh_4, capacity=5156.26 Wh, state of charge=0.31, time=53000000000 ns, recuperationPower=0.01 Wh, distance=35.05 m
2020-05-23 21:56:04,001 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9584.69 Wh, state of charge=0.57, time=53000000000 ns, movementPower=17.19 Wh, distance=35.65 m
2020-05-23 21:56:04,004 INFO  BatteryAmbassador - An electric vehicle has been registered. Vehicle id: veh_24
2020-05-23 21:56:04,015 INFO  VerySimpleBatteryModel - Randomizing State of Charge between 0.3 and 0.7
2020-05-23 21:56:04,015 INFO  BatterySim - [ElectricVehicleAdded] name=veh_24
2020-05-23 21:56:04,015 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5160.28 Wh, state of charge=0.31, time=54000000000 ns, movementPower=11.55 Wh, distance=35.18 m
2020-05-23 21:56:04,016 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9567.46 Wh, state of charge=0.57, time=54000000000 ns, movementPower=10.53 Wh, distance=35.69 m
2020-05-23 21:56:04,026 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9556.91 Wh, state of charge=0.57, time=55000000000 ns, movementPower=14.46 Wh, distance=35.97 m
2020-05-23 21:56:04,026 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5148.70 Wh, state of charge=0.30, time=55000000000 ns, movementPower=9.66 Wh, distance=35.15 m
2020-05-23 21:56:04,026 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8532.78 Wh, state of charge=0.51, time=55000000000 ns, movementPower=7.42 Wh, distance=35.94 m
2020-05-23 21:56:04,065 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9542.41 Wh, state of charge=0.56, time=56000000000 ns, movementPower=3.84 Wh, distance=35.58 m
2020-05-23 21:56:04,065 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5139.01 Wh, state of charge=0.30, time=56000000000 ns, movementPower=21.62 Wh, distance=35.95 m
2020-05-23 21:56:04,065 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8525.33 Wh, state of charge=0.50, time=56000000000 ns, movementPower=4.59 Wh, distance=35.58 m
2020-05-23 21:56:04,095 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9538.54 Wh, state of charge=0.56, time=57000000000 ns, movementPower=1.00 Wh, distance=34.99 m
2020-05-23 21:56:04,096 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5117.37 Wh, state of charge=0.30, time=57000000000 ns, movementPower=11.65 Wh, distance=36.04 m
2020-05-23 21:56:04,096 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8520.71 Wh, state of charge=0.50, time=57000000000 ns, movementPower=15.73 Wh, distance=35.95 m
2020-05-23 21:56:04,136 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9537.52 Wh, state of charge=0.56, time=58000000000 ns, movementPower=22.68 Wh, distance=35.84 m
2020-05-23 21:56:04,136 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5105.69 Wh, state of charge=0.30, time=58000000000 ns, movementPower=3.64 Wh, distance=35.62 m
2020-05-23 21:56:04,136 INFO  ElectricVehicle - [Recuperating] name=veh_24, capacity=8504.95 Wh, state of charge=0.50, time=58000000000 ns, recuperationPower=0.01 Wh, distance=35.09 m
2020-05-23 21:56:04,148 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9514.81 Wh, state of charge=0.56, time=59000000000 ns, movementPower=4.22 Wh, distance=35.46 m
2020-05-23 21:56:04,148 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5102.02 Wh, state of charge=0.30, time=59000000000 ns, movementPower=14.53 Wh, distance=35.91 m
2020-05-23 21:56:04,149 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8508.21 Wh, state of charge=0.50, time=59000000000 ns, movementPower=21.24 Wh, distance=35.84 m
2020-05-23 21:56:04,160 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9510.56 Wh, state of charge=0.56, time=60000000000 ns, movementPower=19.46 Wh, distance=36.07 m
2020-05-23 21:56:04,161 INFO  ElectricVehicle - [Recuperating] name=veh_4, capacity=5087.46 Wh, state of charge=0.30, time=60000000000 ns, recuperationPower=0.01 Wh, distance=34.92 m
2020-05-23 21:56:04,161 INFO  ElectricVehicle - [Recuperating] name=veh_24, capacity=8486.94 Wh, state of charge=0.50, time=60000000000 ns, recuperationPower=0.01 Wh, distance=34.92 m
2020-05-23 21:56:04,185 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9491.07 Wh, state of charge=0.56, time=61000000000 ns, movementPower=8.77 Wh, distance=35.98 m
2020-05-23 21:56:04,185 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5092.94 Wh, state of charge=0.30, time=61000000000 ns, movementPower=23.93 Wh, distance=35.84 m
2020-05-23 21:56:04,185 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8491.04 Wh, state of charge=0.50, time=61000000000 ns, movementPower=21.60 Wh, distance=35.69 m
2020-05-23 21:56:04,202 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9482.27 Wh, state of charge=0.56, time=62000000000 ns, movementPower=6.44 Wh, distance=35.74 m
2020-05-23 21:56:04,202 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5068.98 Wh, state of charge=0.30, time=62000000000 ns, movementPower=13.26 Wh, distance=36.04 m
2020-05-23 21:56:04,202 INFO  ElectricVehicle - [Recuperating] name=veh_24, capacity=8469.41 Wh, state of charge=0.50, time=62000000000 ns, recuperationPower=0.00 Wh, distance=34.94 m
2020-05-23 21:56:04,214 INFO  ElectricVehicle - [Recuperating] name=veh_15, capacity=9475.80 Wh, state of charge=0.56, time=63000000000 ns, recuperationPower=0.01 Wh, distance=34.88 m
2020-05-23 21:56:04,214 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5055.68 Wh, state of charge=0.30, time=63000000000 ns, movementPower=3.55 Wh, distance=35.61 m
2020-05-23 21:56:04,215 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8471.34 Wh, state of charge=0.50, time=63000000000 ns, movementPower=24.37 Wh, distance=35.89 m
2020-05-23 21:56:04,226 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9479.05 Wh, state of charge=0.56, time=64000000000 ns, movementPower=10.20 Wh, distance=35.08 m
2020-05-23 21:56:04,226 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5052.11 Wh, state of charge=0.30, time=64000000000 ns, movementPower=14.41 Wh, distance=35.89 m
2020-05-23 21:56:04,226 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8446.94 Wh, state of charge=0.50, time=64000000000 ns, movementPower=4.40 Wh, distance=35.53 m
2020-05-23 21:56:04,238 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9468.82 Wh, state of charge=0.56, time=65000000000 ns, movementPower=27.74 Wh, distance=36.10 m
2020-05-23 21:56:04,238 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5037.66 Wh, state of charge=0.30, time=65000000000 ns, movementPower=5.83 Wh, distance=35.62 m
2020-05-23 21:56:04,239 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8442.51 Wh, state of charge=0.50, time=65000000000 ns, movementPower=5.22 Wh, distance=35.23 m
2020-05-23 21:56:04,268 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9441.04 Wh, state of charge=0.56, time=66000000000 ns, movementPower=4.94 Wh, distance=35.76 m
2020-05-23 21:56:04,268 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5031.80 Wh, state of charge=0.30, time=66000000000 ns, movementPower=15.18 Wh, distance=35.95 m
2020-05-23 21:56:04,268 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8437.26 Wh, state of charge=0.50, time=66000000000 ns, movementPower=14.23 Wh, distance=35.52 m
2020-05-23 21:56:04,286 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9436.08 Wh, state of charge=0.56, time=67000000000 ns, movementPower=8.67 Wh, distance=35.42 m
2020-05-23 21:56:04,290 INFO  ElectricVehicle - [Recuperating] name=veh_4, capacity=5016.59 Wh, state of charge=0.30, time=67000000000 ns, recuperationPower=0.00 Wh, distance=35.17 m
2020-05-23 21:56:04,290 INFO  ElectricVehicle - [Recuperating] name=veh_24, capacity=8423.00 Wh, state of charge=0.50, time=67000000000 ns, recuperationPower=0.00 Wh, distance=34.85 m
2020-05-23 21:56:04,305 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9427.37 Wh, state of charge=0.56, time=68000000000 ns, movementPower=14.89 Wh, distance=35.99 m
2020-05-23 21:56:04,351 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=5018.61 Wh, state of charge=0.30, time=68000000000 ns, movementPower=20.70 Wh, distance=35.88 m
2020-05-23 21:56:04,351 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8423.61 Wh, state of charge=0.50, time=68000000000 ns, movementPower=12.14 Wh, distance=35.03 m
2020-05-23 21:56:04,373 INFO  ElectricVehicle - [Recuperating] name=veh_15, capacity=9412.45 Wh, state of charge=0.56, time=69000000000 ns, recuperationPower=0.01 Wh, distance=35.07 m
2020-05-23 21:56:04,373 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=4997.88 Wh, state of charge=0.30, time=69000000000 ns, movementPower=0.08 Wh, distance=35.24 m
2020-05-23 21:56:04,373 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8411.44 Wh, state of charge=0.50, time=69000000000 ns, movementPower=10.71 Wh, distance=35.10 m
2020-05-23 21:56:04,388 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9416.65 Wh, state of charge=0.56, time=70000000000 ns, movementPower=5.90 Wh, distance=34.83 m
2020-05-23 21:56:04,389 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=4997.77 Wh, state of charge=0.30, time=70000000000 ns, movementPower=7.34 Wh, distance=35.09 m
2020-05-23 21:56:04,389 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8400.70 Wh, state of charge=0.50, time=70000000000 ns, movementPower=17.71 Wh, distance=35.62 m
2020-05-23 21:56:04,414 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9410.73 Wh, state of charge=0.56, time=71000000000 ns, movementPower=19.33 Wh, distance=35.48 m
2020-05-23 21:56:04,414 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=4990.40 Wh, state of charge=0.30, time=71000000000 ns, movementPower=18.96 Wh, distance=35.69 m
2020-05-23 21:56:04,414 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8382.96 Wh, state of charge=0.50, time=71000000000 ns, movementPower=6.25 Wh, distance=35.39 m
2020-05-23 21:56:04,428 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9391.37 Wh, state of charge=0.56, time=72000000000 ns, movementPower=8.60 Wh, distance=35.40 m
2020-05-23 21:56:04,428 INFO  ElectricVehicle - [Recuperating] name=veh_4, capacity=4971.41 Wh, state of charge=0.29, time=72000000000 ns, recuperationPower=0.01 Wh, distance=34.85 m
2020-05-23 21:56:04,428 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8376.67 Wh, state of charge=0.50, time=72000000000 ns, movementPower=6.41 Wh, distance=35.17 m
2020-05-23 21:56:04,441 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9382.74 Wh, state of charge=0.56, time=73000000000 ns, movementPower=7.12 Wh, distance=35.23 m
2020-05-23 21:56:04,442 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=4974.48 Wh, state of charge=0.29, time=73000000000 ns, movementPower=17.38 Wh, distance=35.36 m
2020-05-23 21:56:04,442 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8370.23 Wh, state of charge=0.50, time=73000000000 ns, movementPower=23.66 Wh, distance=36.06 m
2020-05-23 21:56:04,451 INFO  BatteryAmbassador - An electric vehicle has been registered. Vehicle id: veh_34
2020-05-23 21:56:04,460 INFO  VerySimpleBatteryModel - Randomizing State of Charge between 0.3 and 0.7
2020-05-23 21:56:04,460 INFO  BatterySim - [ElectricVehicleAdded] name=veh_34
2020-05-23 21:56:04,460 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9375.59 Wh, state of charge=0.56, time=74000000000 ns, movementPower=16.10 Wh, distance=35.65 m
2020-05-23 21:56:04,460 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=4957.07 Wh, state of charge=0.29, time=74000000000 ns, movementPower=16.33 Wh, distance=35.78 m
2020-05-23 21:56:04,461 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8346.54 Wh, state of charge=0.49, time=74000000000 ns, movementPower=10.78 Wh, distance=36.09 m
2020-05-23 21:56:04,477 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9359.45 Wh, state of charge=0.55, time=75000000000 ns, movementPower=13.82 Wh, distance=35.88 m
2020-05-23 21:56:04,477 INFO  ElectricVehicle - [Recuperating] name=veh_34, capacity=6472.53 Wh, state of charge=0.38, time=75000000000 ns, recuperationPower=0.01 Wh, distance=34.98 m
2020-05-23 21:56:04,477 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=4940.71 Wh, state of charge=0.29, time=75000000000 ns, movementPower=10.98 Wh, distance=35.84 m
2020-05-23 21:56:04,478 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8335.73 Wh, state of charge=0.49, time=75000000000 ns, movementPower=3.21 Wh, distance=35.65 m
2020-05-23 21:56:04,527 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9345.61 Wh, state of charge=0.55, time=76000000000 ns, movementPower=10.29 Wh, distance=35.89 m
2020-05-23 21:56:04,528 INFO  ElectricVehicle - [Discharging] name=veh_34, capacity=6480.12 Wh, state of charge=0.38, time=76000000000 ns, movementPower=16.31 Wh, distance=35.42 m
2020-05-23 21:56:04,528 INFO  ElectricVehicle - [Recuperating] name=veh_4, capacity=4929.70 Wh, state of charge=0.29, time=76000000000 ns, recuperationPower=0.00 Wh, distance=35.17 m
2020-05-23 21:56:04,528 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8332.49 Wh, state of charge=0.49, time=76000000000 ns, movementPower=15.72 Wh, distance=36.01 m
2020-05-23 21:56:04,543 INFO  ElectricVehicle - [Recuperating] name=veh_15, capacity=9335.29 Wh, state of charge=0.55, time=77000000000 ns, recuperationPower=0.01 Wh, distance=34.90 m
2020-05-23 21:56:04,544 INFO  ElectricVehicle - [Discharging] name=veh_34, capacity=6463.78 Wh, state of charge=0.38, time=77000000000 ns, movementPower=13.37 Wh, distance=35.64 m
2020-05-23 21:56:04,544 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=4930.01 Wh, state of charge=0.29, time=77000000000 ns, movementPower=10.89 Wh, distance=35.26 m
2020-05-23 21:56:04,544 INFO  ElectricVehicle - [Recuperating] name=veh_24, capacity=8316.73 Wh, state of charge=0.49, time=77000000000 ns, recuperationPower=0.01 Wh, distance=35.17 m
2020-05-23 21:56:04,558 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9339.98 Wh, state of charge=0.55, time=78000000000 ns, movementPower=7.96 Wh, distance=34.84 m
2020-05-23 21:56:04,558 INFO  ElectricVehicle - [Discharging] name=veh_34, capacity=6450.39 Wh, state of charge=0.38, time=78000000000 ns, movementPower=11.30 Wh, distance=35.73 m
2020-05-23 21:56:04,559 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=4919.09 Wh, state of charge=0.29, time=78000000000 ns, movementPower=8.65 Wh, distance=35.19 m
2020-05-23 21:56:04,559 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8319.75 Wh, state of charge=0.49, time=78000000000 ns, movementPower=11.63 Wh, distance=35.30 m
2020-05-23 21:56:04,572 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9331.99 Wh, state of charge=0.55, time=79000000000 ns, movementPower=18.77 Wh, distance=35.45 m
2020-05-23 21:56:04,572 INFO  ElectricVehicle - [Discharging] name=veh_34, capacity=6439.05 Wh, state of charge=0.38, time=79000000000 ns, movementPower=6.84 Wh, distance=35.53 m
2020-05-23 21:56:04,573 INFO  ElectricVehicle - [Discharging] name=veh_4, capacity=4910.41 Wh, state of charge=0.29, time=79000000000 ns, movementPower=5.28 Wh, distance=34.91 m
2020-05-23 21:56:04,573 INFO  ElectricVehicle - [Discharging] name=veh_24, capacity=8308.08 Wh, state of charge=0.49, time=79000000000 ns, movementPower=11.80 Wh, distance=35.43 m
2020-05-23 21:56:04,585 INFO  ElectricVehicle - [Discharging] name=veh_15, capacity=9313.19 Wh, state of charge=0.55, time=80000000000 ns, movementPower=6.99 Wh, distance=35.27 m
